SIC Code,SIC Code Grouping,Merchant Type,SIC Code Group Type,Presentation
3864,3,,Hotel/Motel,Travel
3865,3,,Hotel/Motel,Travel
3866,3,,Hotel/Motel,Travel
3867,3,,Hotel/Motel,Travel
3868,3,,Hotel/Motel,Travel
3869,3,,Hotel/Motel,Travel
3870,3,,Hotel/Motel,Travel
3871,3,,Hotel/Motel,Travel
3872,3,,Hotel/Motel,Travel
3873,3,,Hotel/Motel,Travel
3874,3,,Hotel/Motel,Travel
3875,3,,Hotel/Motel,Travel
3876,3,,Hotel/Motel,Travel
3877,3,,Hotel/Motel,Travel
3878,3,,Hotel/Motel,Travel
3879,3,,Hotel/Motel,Travel
3880,3,,Hotel/Motel,Travel
3881,3,,Hotel/Motel,Travel
3882,3,,Hotel/Motel,Travel
3883,3,,Hotel/Motel,Travel
3884,3,,Hotel/Motel,Travel
3885,3,,Hotel/Motel,Travel
3886,3,,Hotel/Motel,Travel
3887,3,,Hotel/Motel,Travel
3888,3,,Hotel/Motel,Travel
3889,3,,Hotel/Motel,Travel
3890,3,,Hotel/Motel,Travel
3891,3,,Hotel/Motel,Travel
3892,3,,Hotel/Motel,Travel
3893,3,,Hotel/Motel,Travel
3894,3,,Hotel/Motel,Travel
3895,3,,Hotel/Motel,Travel
3896,3,,Hotel/Motel,Travel
3897,3,,Hotel/Motel,Travel
3898,3,,Hotel/Motel,Travel
3899,3,,Hotel/Motel,Travel
3900,3,,Hotel/Motel,Travel
3901,3,,Hotel/Motel,Travel
3902,3,,Hotel/Motel,Travel
3903,3,,Hotel/Motel,Travel
3904,3,,Hotel/Motel,Travel
3905,3,,Hotel/Motel,Travel
3906,3,,Hotel/Motel,Travel
3907,3,,Hotel/Motel,Travel
3908,3,,Hotel/Motel,Travel
3909,3,,Hotel/Motel,Travel
3910,3,,Hotel/Motel,Travel
3911,3,,Hotel/Motel,Travel
3912,3,,Hotel/Motel,Travel
3913,3,,Hotel/Motel,Travel
3914,3,,Hotel/Motel,Travel
3915,3,,Hotel/Motel,Travel
3916,3,,Hotel/Motel,Travel
3917,3,,Hotel/Motel,Travel
3918,3,,Hotel/Motel,Travel
3919,3,,Hotel/Motel,Travel
3920,3,,Hotel/Motel,Travel
3921,3,,Hotel/Motel,Travel
3922,3,,Hotel/Motel,Travel
3923,3,,Hotel/Motel,Travel
3924,3,,Hotel/Motel,Travel
3925,3,,Hotel/Motel,Travel
3926,3,,Hotel/Motel,Travel
3927,3,,Hotel/Motel,Travel
3928,3,,Hotel/Motel,Travel
3929,3,,Hotel/Motel,Travel
3930,3,,Hotel/Motel,Travel
3931,3,,Hotel/Motel,Travel
3932,3,,Hotel/Motel,Travel
3933,3,,Hotel/Motel,Travel
3934,3,,Hotel/Motel,Travel
3935,3,,Hotel/Motel,Travel
3936,3,,Hotel/Motel,Travel
3937,3,,Hotel/Motel,Travel
3938,3,,Hotel/Motel,Travel
3939,3,,Hotel/Motel,Travel
3940,3,,Hotel/Motel,Travel
3941,3,,Hotel/Motel,Travel
3942,3,,Hotel/Motel,Travel
3943,3,,Hotel/Motel,Travel
3944,3,,Hotel/Motel,Travel
3945,3,,Hotel/Motel,Travel
3946,3,,Hotel/Motel,Travel
3947,3,,Hotel/Motel,Travel
3948,3,,Hotel/Motel,Travel
3949,3,,Hotel/Motel,Travel
3950,3,,Hotel/Motel,Travel
3951,3,,Hotel/Motel,Travel
3952,3,,Hotel/Motel,Travel
3953,3,,Hotel/Motel,Travel
3954,3,,Hotel/Motel,Travel
3955,3,,Hotel/Motel,Travel
3956,3,,Hotel/Motel,Travel
3957,3,,Hotel/Motel,Travel
3958,3,,Hotel/Motel,Travel
3959,3,,Hotel/Motel,Travel
3960,3,,Hotel/Motel,Travel
3961,3,,Hotel/Motel,Travel
3962,3,,Hotel/Motel,Travel
3963,3,,Hotel/Motel,Travel
3964,3,,Hotel/Motel,Travel
3965,3,,Hotel/Motel,Travel
3966,3,,Hotel/Motel,Travel
3967,3,,Hotel/Motel,Travel
3968,3,,Hotel/Motel,Travel
3969,3,,Hotel/Motel,Travel
3970,3,,Hotel/Motel,Travel
3971,3,,Hotel/Motel,Travel
3972,3,,Hotel/Motel,Travel
3973,3,,Hotel/Motel,Travel
3974,3,,Hotel/Motel,Travel
3975,3,,Hotel/Motel,Travel
3976,3,,Hotel/Motel,Travel
3977,3,,Hotel/Motel,Travel
3978,3,,Hotel/Motel,Travel
3979,3,,Hotel/Motel,Travel
3980,3,,Hotel/Motel,Travel
3981,3,,Hotel/Motel,Travel
3982,3,,Hotel/Motel,Travel
3983,3,,Hotel/Motel,Travel
3984,3,,Hotel/Motel,Travel
3985,3,,Hotel/Motel,Travel
3986,3,,Hotel/Motel,Travel
3987,3,,Hotel/Motel,Travel
3988,3,,Hotel/Motel,Travel
3989,3,,Hotel/Motel,Travel
3990,3,,Hotel/Motel,Travel
3991,3,,Hotel/Motel,Travel
3992,3,,Hotel/Motel,Travel
3993,3,,Hotel/Motel,Travel
3994,3,,Hotel/Motel,Travel
3995,3,,Hotel/Motel,Travel
3996,3,,Hotel/Motel,Travel
3997,3,,Hotel/Motel,Travel
3998,3,,Hotel/Motel,Travel
3999,3,,Hotel/Motel,Travel
4000,3,,Hotel/Motel,Travel
4001,3,,Hotel/Motel,Travel
4002,3,,Hotel/Motel,Travel
4003,3,,Hotel/Motel,Travel
4004,3,,Hotel/Motel,Travel
4005,3,,Hotel/Motel,Travel
4006,3,,Hotel/Motel,Travel
4007,3,,Hotel/Motel,Travel
4008,3,,Hotel/Motel,Travel
4009,3,,Hotel/Motel,Travel
4010,3,,Hotel/Motel,Travel
7011,3,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",Hotel/Motel,Travel
5811,4,Caterers,Restaurants/Bars,Restaurant
5812,4,Eating places and Restaurants,Restaurants/Bars,Restaurant
5813,4,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",Restaurants/Bars,Restaurant
5814,4,Fast Food Restaurants,Restaurants/Bars,Restaurant
4722,5,Travel Agencies and Tour Operations,Travel Agencies,Travel
4011,6,Railroads-Freight,Other Transportation,Travel
4111,6,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",Other Transportation,Travel
4112,6,Passenger Railways,Other Transportation,Travel
4121,6,Taxicabs and Limousines,Other Transportation,Travel
4131,6,"Bus Lines, Including Charters, Tour Buses",Other Transportation,Travel
4411,6,Cruise Lines/Steamship Lines,Other Transportation,Travel
4784,6,Toll and Bridge Fees,Other Transportation,Travel
7523,6,Automobile Parking Lots And Garages,Other Transportation,Travel
7524,6,Express Payment Service Merchants - Parking Lot,Other Transportation,Travel
5311,7,Department Stores,Department Stores,Retail
5310,8,Discount Stores,Discount Stores,Retail
5139,9,Commercial Footwear,Clothing Stores,Retail
5611,9,Men’s and Boy’s Clothing and Accessories Stores,Clothing Stores,Retail
5612,9,,Clothing Stores,Retail
5613,9,,Clothing Stores,Retail
5614,9,,Clothing Stores,Retail
5615,9,,Clothing Stores,Retail
5616,9,,Clothing Stores,Retail
5617,9,,Clothing Stores,Retail
5618,9,,Clothing Stores,Retail
5619,9,,Clothing Stores,Retail
5620,9,,Clothing Stores,Retail
5621,9,Women’s Ready-to-Wear Stores,Clothing Stores,Retail
5622,9,,Clothing Stores,Retail
5623,9,,Clothing Stores,Retail
5624,9,,Clothing Stores,Retail
5625,9,,Clothing Stores,Retail
5626,9,,Clothing Stores,Retail
5627,9,,Clothing Stores,Retail
5628,9,,Clothing Stores,Retail
5629,9,,Clothing Stores,Retail
5630,9,,Clothing Stores,Retail
5631,9,Women’s Accessory and Specialty Shops,Clothing Stores,Retail
5632,9,,Clothing Stores,Retail
5633,9,,Clothing Stores,Retail
5634,9,,Clothing Stores,Retail
5635,9,,Clothing Stores,Retail
5636,9,,Clothing Stores,Retail
5637,9,,Clothing Stores,Retail
5638,9,,Clothing Stores,Retail
5639,9,,Clothing Stores,Retail
5640,9,,Clothing Stores,Retail
5641,9,Children’s and Infant’s Wear Stores,Clothing Stores,Retail
5642,9,,Clothing Stores,Retail
5643,9,,Clothing Stores,Retail
5644,9,,Clothing Stores,Retail
5645,9,,Clothing Stores,Retail
5646,9,,Clothing Stores,Retail
5647,9,,Clothing Stores,Retail
5648,9,,Clothing Stores,Retail
5649,9,,Clothing Stores,Retail
5650,9,,Clothing Stores,Retail
5651,9,Family Clothing Stores,Clothing Stores,Retail
5652,9,,Clothing Stores,Retail
5653,9,,Clothing Stores,Retail
5654,9,,Clothing Stores,Retail
5655,9,"Sports Apparel, Riding Apparel Stores",Clothing Stores,Retail
5656,9,,Clothing Stores,Retail
5657,9,,Clothing Stores,Retail
5658,9,,Clothing Stores,Retail
5659,9,,Clothing Stores,Retail
5660,9,,Clothing Stores,Retail
5661,9,Shoe Stores,Clothing Stores,Retail
5662,9,,Clothing Stores,Retail
5663,9,,Clothing Stores,Retail
5664,9,,Clothing Stores,Retail
5665,9,,Clothing Stores,Retail
5666,9,,Clothing Stores,Retail
5667,9,,Clothing Stores,Retail
5668,9,,Clothing Stores,Retail
5669,9,,Clothing Stores,Retail
5670,9,,Clothing Stores,Retail
5671,9,,Clothing Stores,Retail
5672,9,,Clothing Stores,Retail
5673,9,,Clothing Stores,Retail
5674,9,,Clothing Stores,Retail
5675,9,,Clothing Stores,Retail
5676,9,,Clothing Stores,Retail
5677,9,,Clothing Stores,Retail
5678,9,,Clothing Stores,Retail
5679,9,,Clothing Stores,Retail
5680,9,,Clothing Stores,Retail
5681,9,Furriers and Fur Shops,Clothing Stores,Retail
5682,9,,Clothing Stores,Retail
5683,9,,Clothing Stores,Retail
5684,9,,Clothing Stores,Retail
5685,9,,Clothing Stores,Retail
5686,9,,Clothing Stores,Retail
5687,9,,Clothing Stores,Retail
5688,9,,Clothing Stores,Retail
5689,9,,Clothing Stores,Retail
5690,9,,Clothing Stores,Retail
5691,9,Men’s and Women’s Clothing Stores,Clothing Stores,Retail
5692,9,,Clothing Stores,Retail
5693,9,,Clothing Stores,Retail
5694,9,,Clothing Stores,Retail
5695,9,,Clothing Stores,Retail
5696,9,,Clothing Stores,Retail
5697,9,"Tailors, Seamstress, Mending, and Alterations",Clothing Stores,Retail
5698,9,Wig and Toupee Stores,Clothing Stores,Retail
5699,9,Miscellaneous Apparel and Accessory Shops,Clothing Stores,Retail
5065,10,Electrical Parts and Equipment,Hardware Stores,Retail
5072,10,Hardware Equipment and Supplies,Hardware Stores,Retail
5198,10,"Paints, Varnishes, and Supplies",Hardware Stores,Retail
5211,10,Lumber and Building Materials Stores,Hardware Stores,Retail
5212,10,,Hardware Stores,Retail
5213,10,,Hardware Stores,Retail
5214,10,,Hardware Stores,Retail
5215,10,,Hardware Stores,Retail
5216,10,,Hardware Stores,Retail
5217,10,,Hardware Stores,Retail
5218,10,,Hardware Stores,Retail
5219,10,,Hardware Stores,Retail
5220,10,,Hardware Stores,Retail
5221,10,,Hardware Stores,Retail
5222,10,,Hardware Stores,Retail
5223,10,,Hardware Stores,Retail
5224,10,,Hardware Stores,Retail
5225,10,,Hardware Stores,Retail
5226,10,,Hardware Stores,Retail
5227,10,,Hardware Stores,Retail
5228,10,,Hardware Stores,Retail
5229,10,,Hardware Stores,Retail
5230,10,,Hardware Stores,Retail
5231,10,Glass Stores/Wallpaper Stores /Paint Stores,Hardware Stores,Retail
5232,10,,Hardware Stores,Retail
5233,10,,Hardware Stores,Retail
5234,10,,Hardware Stores,Retail
5235,10,,Hardware Stores,Retail
5236,10,,Hardware Stores,Retail
5237,10,,Hardware Stores,Retail
5238,10,,Hardware Stores,Retail
5239,10,,Hardware Stores,Retail
5240,10,,Hardware Stores,Retail
5241,10,,Hardware Stores,Retail
5242,10,,Hardware Stores,Retail
5243,10,,Hardware Stores,Retail
5244,10,,Hardware Stores,Retail
5245,10,,Hardware Stores,Retail
5246,10,,Hardware Stores,Retail
5247,10,,Hardware Stores,Retail
5248,10,,Hardware Stores,Retail
5249,10,,Hardware Stores,Retail
5250,10,,Hardware Stores,Retail
5251,10,Hardware Stores,Hardware Stores,Retail
5252,10,,Hardware Stores,Retail
5253,10,,Hardware Stores,Retail
5254,10,,Hardware Stores,Retail
5255,10,,Hardware Stores,Retail
5256,10,,Hardware Stores,Retail
5257,10,,Hardware Stores,Retail
5258,10,,Hardware Stores,Retail
5259,10,,Hardware Stores,Retail
5260,10,,Hardware Stores,Retail
5261,10,Nurseries – Lawn and Garden Supply Store,Hardware Stores,Retail
5122,11,"Drugs, Drug Proprietors, and Druggist’s Sundries",Drug Stores,Healthcare
5912,11,Drug Stores and Pharmacies,Drug Stores,Healthcare
5541,12,Service Stations ( with or without ancillary services),Gas Stations,Gas
5542,12,Automated Fuel Dispensers,Gas Stations,Gas
9752,12,"U.k. Petrol Stations, Electronic Hot File",Gas Stations,Gas
5960,13,Direct Marketing- Insurance Service,Mail Orders,Retail
5961,13,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",Mail Orders,Retail
5964,13,Direct Marketing – Catalog Merchant,Mail Orders,Retail
5965,13,Direct Marketing – Catalog and Catalog and Retail Merchant,Mail Orders,Retail
5966,13,Direct Marketing- Outbound Telemarketing Merchant,Mail Orders,Retail
5967,13,Direct Marketing – Inbound Teleservices Merchant,Mail Orders,Retail
5968,13,Direct Marketing – Continuity/Subscription Merchant,Mail Orders,Retail
5969,13,Direct Marketing – Not Elsewhere Classified,Mail Orders,Retail
5411,14,Grocery Stores/Supermarkets,Food Stores,Grocery
5412,14,,Food Stores,Grocery
5413,14,,Food Stores,Grocery
5414,14,,Food Stores,Grocery
5415,14,,Food Stores,Grocery
5416,14,,Food Stores,Grocery
5417,14,,Food Stores,Grocery
5418,14,,Food Stores,Grocery
5419,14,,Food Stores,Grocery
5420,14,,Food Stores,Grocery
5421,14,,Food Stores,Grocery
5422,14,Freezer and Locker Meat Provisioners/Meat Provisioners – Freezer and Locker,Food Stores,Grocery
5423,14,,Food Stores,Grocery
5424,14,,Food Stores,Grocery
5425,14,,Food Stores,Grocery
5426,14,,Food Stores,Grocery
5427,14,,Food Stores,Grocery
5428,14,,Food Stores,Grocery
5429,14,,Food Stores,Grocery
5430,14,,Food Stores,Grocery
5431,14,,Food Stores,Grocery
5432,14,,Food Stores,Grocery
5433,14,,Food Stores,Grocery
5434,14,,Food Stores,Grocery
5435,14,,Food Stores,Grocery
5436,14,,Food Stores,Grocery
5437,14,,Food Stores,Grocery
5438,14,,Food Stores,Grocery
5439,14,,Food Stores,Grocery
5440,14,,Food Stores,Grocery
5441,14,"Candy,Nut, Confectionery Stores ",Food Stores,Grocery
5442,14,,Food Stores,Grocery
5443,14,,Food Stores,Grocery
5444,14,,Food Stores,Grocery
5445,14,,Food Stores,Grocery
5446,14,,Food Stores,Grocery
5447,14,,Food Stores,Grocery
5448,14,,Food Stores,Grocery
5449,14,,Food Stores,Grocery
5450,14,,Food Stores,Grocery
5451,14,Dairy Products Stores,Food Stores,Grocery
5452,14,,Food Stores,Grocery
5453,14,,Food Stores,Grocery
5454,14,,Food Stores,Grocery
5455,14,,Food Stores,Grocery
5456,14,,Food Stores,Grocery
5457,14,,Food Stores,Grocery
5458,14,,Food Stores,Grocery
5459,14,,Food Stores,Grocery
5460,14,,Food Stores,Grocery
5461,14,,Food Stores,Grocery
5462,14,Bakeries,Food Stores,Grocery
5463,14,,Food Stores,Grocery
5464,14,,Food Stores,Grocery
5465,14,,Food Stores,Grocery
5466,14,,Food Stores,Grocery
5467,14,,Food Stores,Grocery
5468,14,,Food Stores,Grocery
5469,14,,Food Stores,Grocery
5470,14,,Food Stores,Grocery
5471,14,,Food Stores,Grocery
5472,14,,Food Stores,Grocery
5473,14,,Food Stores,Grocery
5474,14,,Food Stores,Grocery
5475,14,,Food Stores,Grocery
5476,14,,Food Stores,Grocery
5477,14,,Food Stores,Grocery
5478,14,,Food Stores,Grocery
5479,14,,Food Stores,Grocery
5480,14,,Food Stores,Grocery
5481,14,,Food Stores,Grocery
5482,14,,Food Stores,Grocery
5483,14,,Food Stores,Grocery
5484,14,,Food Stores,Grocery
5485,14,,Food Stores,Grocery
5486,14,,Food Stores,Grocery
5487,14,,Food Stores,Grocery
5488,14,,Food Stores,Grocery
5489,14,,Food Stores,Grocery
5490,14,,Food Stores,Grocery
5491,14,,Food Stores,Grocery
5492,14,,Food Stores,Grocery
5493,14,,Food Stores,Grocery
5494,14,,Food Stores,Grocery
5495,14,,Food Stores,Grocery
5496,14,,Food Stores,Grocery
5497,14,,Food Stores,Grocery
5498,14,,Food Stores,Grocery
5499,14,Misc. Food Stores – Convenience Stores and Specialty Markets,Food Stores,Grocery
9751,14,"U.k. Supermarkets, Electronic Hot File",Food Stores,Grocery
4457,15,Boat Rentals and Leases,Vehicles,Travel
4468,15,"Marinas, Marine Service, and Supplies",Vehicles,Travel
5013,15,Motor vehicle supplies and new parts,Vehicles,Travel
5511,15,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",Vehicles,Travel
5512,15,,Vehicles,Travel
5513,15,,Vehicles,Travel
5514,15,,Vehicles,Travel
5515,15,,Vehicles,Travel
5516,15,,Vehicles,Travel
5517,15,,Vehicles,Travel
5518,15,,Vehicles,Travel
5519,15,,Vehicles,Travel
5520,15,,Vehicles,Travel
5521,15,Automobile and Truck Dealers (Used Only),Vehicles,Travel
5522,15,,Vehicles,Travel
5523,15,,Vehicles,Travel
5524,15,,Vehicles,Travel
5525,15,,Vehicles,Travel
5526,15,,Vehicles,Travel
5527,15,,Vehicles,Travel
5528,15,,Vehicles,Travel
5529,15,,Vehicles,Travel
5530,15,,Vehicles,Travel
5531,15,Automobile Supply Stores,Vehicles,Travel
5532,15,Automotive Tire Stores,Vehicles,Travel
5533,15,"Automotive Parts, Accessories Stores",Vehicles,Travel
5551,15,Boat Dealers,Vehicles,Travel
5552,15,,Vehicles,Travel
5553,15,,Vehicles,Travel
5554,15,,Vehicles,Travel
5555,15,,Vehicles,Travel
5556,15,,Vehicles,Travel
5557,15,,Vehicles,Travel
5558,15,,Vehicles,Travel
5559,15,,Vehicles,Travel
5560,15,,Vehicles,Travel
5561,15,"Recreational and Utility Trailers, Camp Dealers",Vehicles,Travel
5562,15,,Vehicles,Travel
5563,15,,Vehicles,Travel
5564,15,,Vehicles,Travel
5565,15,,Vehicles,Travel
5566,15,,Vehicles,Travel
5567,15,,Vehicles,Travel
5568,15,,Vehicles,Travel
5569,15,,Vehicles,Travel
5570,15,,Vehicles,Travel
5571,15,Motorcycle Dealers,Vehicles,Travel
5572,15,,Vehicles,Travel
5573,15,,Vehicles,Travel
5574,15,,Vehicles,Travel
5575,15,,Vehicles,Travel
5576,15,,Vehicles,Travel
5577,15,,Vehicles,Travel
5578,15,,Vehicles,Travel
5579,15,,Vehicles,Travel
5580,15,,Vehicles,Travel
5581,15,,Vehicles,Travel
5582,15,,Vehicles,Travel
5583,15,,Vehicles,Travel
5584,15,,Vehicles,Travel
5585,15,,Vehicles,Travel
5586,15,,Vehicles,Travel
5587,15,,Vehicles,Travel
5588,15,,Vehicles,Travel
5589,15,,Vehicles,Travel
5590,15,,Vehicles,Travel
5591,15,,Vehicles,Travel
5592,15,Motor Home Dealers,Vehicles,Travel
5593,15,,Vehicles,Travel
5594,15,,Vehicles,Travel
5595,15,,Vehicles,Travel
5596,15,,Vehicles,Travel
5597,15,,Vehicles,Travel
5598,15,Snowmobile Dealers,Vehicles,Travel
5599,15,"Misc Automotive, Aircraft, and Farm Equipment DEA",Vehicles,Travel
7511,15,Truck Stop Transactions,Vehicles,Travel
7531,15,Automotive Body And Repair Shops,Vehicles,Travel
7532,15,,Vehicles,Travel
7533,15,,Vehicles,Travel
7534,15,Tire Retreading And Repair Shops,Vehicles,Travel
7535,15,Automotive Paint Shops,Vehicles,Travel
7536,15,,Vehicles,Travel
7537,15,,Vehicles,Travel
7538,15,Automotive Repair Shops (non-dealer),Vehicles,Travel
5021,16,Office and Commercial Furniture,Interior Furnishing Stores,Housing
5200,16,Home Supply Warehouse Stores,Interior Furnishing Stores,Housing
5712,16,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",Interior Furnishing Stores,Housing
5713,16,Floor Covering Stores,Interior Furnishing Stores,Housing
5714,16,"Drapery, Window Covering and Upholstery Stores",Interior Furnishing Stores,Housing
5715,16,,Interior Furnishing Stores,Housing
5716,16,,Interior Furnishing Stores,Housing
5717,16,,Interior Furnishing Stores,Housing
5718,16,"Fireplace, Fireplace Screens, and Accessories Stores",Interior Furnishing Stores,Housing
5719,16,Miscellaneous Home Furnishing Specialty Stores,Interior Furnishing Stores,Housing
5932,16,"Antique Shops – Sales, Repairs and Restoration Services",Interior Furnishing Stores,Housing
5950,16,Glassware/Crystal Stores,Interior Furnishing Stores,Housing
5722,17,Household Appliance Stores,Electric Appliance Stores,Housing
5723,17,,Electric Appliance Stores,Housing
5724,17,,Electric Appliance Stores,Housing
5725,17,,Electric Appliance Stores,Housing
5726,17,,Electric Appliance Stores,Housing
5727,17,,Electric Appliance Stores,Housing
5728,17,,Electric Appliance Stores,Housing
5729,17,,Electric Appliance Stores,Housing
5730,17,,Electric Appliance Stores,Housing
5731,17,,Electric Appliance Stores,Housing
5732,17,Electronic Sales,Electric Appliance Stores,Housing
5733,17,"Music Stores, Musical Instruments, Piano Sheet Music",Electric Appliance Stores,Housing
5734,17,Computer Software Stores,Electric Appliance Stores,Housing
5940,18,Bicycle Shops – Sales and Service,Sporting Goods/Toy Stores,Retail
5941,18,Sporting Goods Stores,Sporting Goods/Toy Stores,Retail
5945,18,"Hobby, Toy, and Game Shops",Sporting Goods/Toy Stores,Retail
763,19,Agricultural Co-operatives,Other Retail,Retail
4761,19,TELEMARKETING OF TRAVEL RELATED SERVICES AND VITAM,Other Retail,Retail
5085,19,"Industrial Supplies, Not Elsewhere Classified",Other Retail,Retail
5094,19,"Precious Stones and Metals, Watches and Jewelry",Other Retail,Retail
5099,19,"Durable Goods, Not Elsewhere Classified",Other Retail,Retail
5111,19,"Stationery, Office Supplies, Printing, and Writing Paper",Other Retail,Retail
5131,19,"Piece Goods, Notions, and Other Dry Goods",Other Retail,Retail
5137,19,Men’s Women’s and Children’s Uniforms and Commercial Clothing,Other Retail,Retail
5169,19,"Chemicals and Allied Products, Not Elsewhere Classified",Other Retail,Retail
5172,19,Petroleum and Petroleum Products,Other Retail,Retail
5192,19,"Books, Periodicals, and Newspapers",Other Retail,Retail
5193,19,"Florists’ Supplies, Nursery Stock and Flowers",Other Retail,Retail
5199,19,"Non-durable Goods, Not Elsewhere Classified",Other Retail,Retail
5271,19,Mobile Home Dealers,Other Retail,Retail
5300,19,Wholesale Clubs,Other Retail,Retail
5309,19,Duty Free Store,Other Retail,Retail
5331,19,Variety Stores,Other Retail,Retail
5399,19,Misc. General Merchandise,Other Retail,Retail
5735,19,Record Shops,Other Retail,Retail
5921,19,"Package Stores – Beer, Wine, and Liquor",Other Retail,Retail
5922,19,,Other Retail,Retail
5923,19,,Other Retail,Retail
5924,19,,Other Retail,Retail
5925,19,,Other Retail,Retail
5926,19,,Other Retail,Retail
5927,19,,Other Retail,Retail
5928,19,,Other Retail,Retail
5929,19,,Other Retail,Retail
5930,19,,Other Retail,Retail
5931,19,Used Merchandise and Secondhand Stores,Other Retail,Retail
5933,19,Pawn Shops and Salvage Yards,Other Retail,Retail
5934,19,,Other Retail,Retail
5935,19,Wrecking and Salvage Yards,Other Retail,Retail
5936,19,,Other Retail,Retail
5937,19,Antique Reproductions,Other Retail,Retail
5938,19,,Other Retail,Retail
5939,19,,Other Retail,Retail
5942,19,Book Stores,Other Retail,Retail
5943,19,"Stationery Stores, Office and School Supply Stores",Other Retail,Retail
5944,19,"Watch, Clock, Jewelry, and Silverware Stores",Other Retail,Retail
5946,19,Camera and Photographic Supply Stores,Other Retail,Retail
5947,19,"Card Shops, Gift, Novelty, and Souvenir Shops",Other Retail,Retail
5948,19,Leather Foods Stores,Other Retail,Retail
5949,19,"Sewing, Needle, Fabric, and Price Goods Stores",Other Retail,Retail
5963,19,Door-to-Door Sales,Other Retail,Retail
5970,19,Artist’s Supply and Craft Shops,Other Retail,Retail
5971,19,Art Dealers and Galleries,Other Retail,Retail
5972,19,Stamp and Coin Stores – Philatelic and Numismatic Supplies,Other Retail,Retail
5973,19,Religious Goods Stores,Other Retail,Retail
5974,19,,Other Retail,Retail
5977,19,Cosmetic Stores,Other Retail,Retail
5978,19,"Typewriter Stores – Sales, Rental, Service",Other Retail,Retail
5992,19,Florists,Other Retail,Retail
5993,19,Cigar Stores and Stands,Other Retail,Retail
5994,19,News Dealers and Newsstands,Other Retail,Retail
5995,19,"Pet Shops, Pet Foods, and Supplies Stores",Other Retail,Retail
5996,19,"Swimming Pools – Sales, Service, and Supplies",Other Retail,Retail
5997,19,Electric Razor Stores – Sales and Service,Other Retail,Retail
5998,19,Tent and Awning Shops,Other Retail,Retail
5999,19,Miscellaneous and Specialty Retail Stores,Other Retail,Retail
7395,19,"Photofinishing Laboratories, Photo Developing",Other Retail,Retail
5047,20,"Medical, Dental Ophthalmic, Hospital Equipment and Supplies",Health Care,Healthcare
5975,20,"Hearing Aids – Sales, Service, and Supply Stores",Health Care,Healthcare
5976,20,Orthopedic Goods Prosthetic Devices,Health Care,Healthcare
8011,20,Doctors and Physicians-not elsewhere classified,Health Care,Healthcare
8012,20,,Health Care,Healthcare
8013,20,,Health Care,Healthcare
8014,20,,Health Care,Healthcare
8015,20,,Health Care,Healthcare
8016,20,,Health Care,Healthcare
8017,20,,Health Care,Healthcare
8018,20,,Health Care,Healthcare
8019,20,,Health Care,Healthcare
8020,20,,Health Care,Healthcare
8021,20,"Dentists, Orthodontists",Health Care,Healthcare
8022,20,,Health Care,Healthcare
8023,20,,Health Care,Healthcare
8024,20,,Health Care,Healthcare
8025,20,,Health Care,Healthcare
8026,20,,Health Care,Healthcare
8027,20,,Health Care,Healthcare
8028,20,,Health Care,Healthcare
8029,20,,Health Care,Healthcare
8030,20,,Health Care,Healthcare
8031,20,Osteopathic Physicians,Health Care,Healthcare
8032,20,,Health Care,Healthcare
8033,20,,Health Care,Healthcare
8034,20,,Health Care,Healthcare
8035,20,,Health Care,Healthcare
8036,20,,Health Care,Healthcare
8037,20,,Health Care,Healthcare
8038,20,,Health Care,Healthcare
