SIC Code,SIC Code Grouping,Merchant Type,SIC Code Group Type,Presentation
3352,2,AMERICAN INTL RENT-A-CAR,Auto Rental,Travel
3353,2,BROOKS RENT-A-CAR,Auto Rental,Travel
3354,2,ACTION AUTO RENTAL,Auto Rental,Travel
3355,2,SIXT Car Rental,Auto Rental,Travel
3356,2,,Auto Rental,Travel
3357,2,HERTZ RENT-A-CAR,Auto Rental,Travel
3358,2,,Auto Rental,Travel
3359,2,PAYLESS CAR RENTAL,Auto Rental,Travel
3360,2,SNAPPY CAR RENTAL,Auto Rental,Travel
3361,2,AIRWAYS RENT-A-CAR,Auto Rental,Travel
3362,2,ALTRA AUTO RENTAL,Auto Rental,Travel
3363,2,,Auto Rental,Travel
3364,2,AGENCY RENT-A-CAR,Auto Rental,Travel
3365,2,,Auto Rental,Travel
3366,2,BUDGET RENT-A-CAR,Auto Rental,Travel
3367,2,,Auto Rental,Travel
3368,2,HOLIDAY RENT-A-WRECK,Auto Rental,Travel
3369,2,,Auto Rental,Travel
3370,2,RENT-A-WRECK,Auto Rental,Travel
3371,2,,Auto Rental,Travel
3372,2,,Auto Rental,Travel
3373,2,,Auto Rental,Travel
3374,2,Accent Rent-A-Car,Auto Rental,Travel
3375,2,,Auto Rental,Travel
3376,2,AJAX RENT-A-CAR,Auto Rental,Travel
3377,2,,Auto Rental,Travel
3378,2,,Auto Rental,Travel
3379,2,,Auto Rental,Travel
3380,2,Triangle Rent-A-Car,Auto Rental,Travel
3381,2,EUROP CAR,Auto Rental,Travel
3382,2,,Auto Rental,Travel
3383,2,,Auto Rental,Travel
3384,2,,Auto Rental,Travel
3385,2,TROPICAL RENT-A-CAR,Auto Rental,Travel
3386,2,SHOWCASE RENTAL CARS,Auto Rental,Travel
3387,2,ALAMO RENT-A-CAR,Auto Rental,Travel
3388,2,,Auto Rental,Travel
3389,2,AVIS RENT-A-CAR,Auto Rental,Travel
3390,2,DOLLAR RENT-A-CAR,Auto Rental,Travel
3391,2,EUROPE BY CAR,Auto Rental,Travel
3392,2,,Auto Rental,Travel
3393,2,NATIONAL CAR RENTAL,Auto Rental,Travel
3394,2,KEMWELL GROUP RENT-A-CAR,Auto Rental,Travel
3395,2,THRIFTY RENT-A-CAR,Auto Rental,Travel
3396,2,TILDEN TENT-A-CAR,Auto Rental,Travel
3397,2,,Auto Rental,Travel
3398,2,ECONO-CAR RENT-A-CAR,Auto Rental,Travel
3399,2,,Auto Rental,Travel
3400,2,AUTO HOST COST CAR RENTALS,Auto Rental,Travel
3401,2,,Auto Rental,Travel
3402,2,,Auto Rental,Travel
3403,2,,Auto Rental,Travel
3404,2,,Auto Rental,Travel
3405,2,ENTERPRISE RENT-A-CAR,Auto Rental,Travel
3406,2,,Auto Rental,Travel
3407,2,,Auto Rental,Travel
3408,2,,Auto Rental,Travel
3409,2,GENERAL RENT-A-CAR,Auto Rental,Travel
3410,2,,Auto Rental,Travel
3411,2,,Auto Rental,Travel
3412,2,A-1 RENT-A-CAR,Auto Rental,Travel
3413,2,,Auto Rental,Travel
3414,2,GODFREY NATL RENT-A-CAR,Auto Rental,Travel
3415,2,,Auto Rental,Travel
3416,2,,Auto Rental,Travel
3417,2,,Auto Rental,Travel
3418,2,,Auto Rental,Travel
3419,2,ALPHA RENT-A-CAR,Auto Rental,Travel
3420,2,ANSA INTL RENT-A-CAR,Auto Rental,Travel
3421,2,ALLSTAE RENT-A-CAR,Auto Rental,Travel
3422,2,,Auto Rental,Travel
3423,2,AVCAR RENT-A-CAR,Auto Rental,Travel
3424,2,,Auto Rental,Travel
3425,2,AUTOMATE RENT-A-CAR,Auto Rental,Travel
3426,2,,Auto Rental,Travel
3427,2,AVON RENT-A-CAR,Auto Rental,Travel
3428,2,CAREY RENT-A-CAR,Auto Rental,Travel
3429,2,INSURANCE RENT-A-CAR,Auto Rental,Travel
3430,2,MAJOR RENT-A-CAR,Auto Rental,Travel
3431,2,REPLACEMENT RENT-A-CAR,Auto Rental,Travel
3432,2,RESERVE RENT-A-CAR,Auto Rental,Travel
3433,2,UGLY DUCKLING RENT-A-CAR,Auto Rental,Travel
3434,2,USA RENT-A-CAR,Auto Rental,Travel
3435,2,VALUE RENT-A-CAR,Auto Rental,Travel
3436,2,AUTOHANSA RENT-A-CAR,Auto Rental,Travel
3437,2,CITE RENT-A-CAR,Auto Rental,Travel
3438,2,INTERENT RENT-A-CAR,Auto Rental,Travel
3439,2,MILLEVILLE RENT-A-CAR,Auto Rental,Travel
3440,2,VIA ROUTE RENT-A-CAR,Auto Rental,Travel
3441,2,Advantage Rent-a-Car,Auto Rental,Travel
3442,2,,Auto Rental,Travel
3443,2,,Auto Rental,Travel
3444,2,,Auto Rental,Travel
3445,2,,Auto Rental,Travel
3446,2,,Auto Rental,Travel
3447,2,,Auto Rental,Travel
3448,2,,Auto Rental,Travel
3449,2,,Auto Rental,Travel
3450,2,,Auto Rental,Travel
3451,2,,Auto Rental,Travel
3452,2,,Auto Rental,Travel
3453,2,,Auto Rental,Travel
3454,2,,Auto Rental,Travel
3455,2,,Auto Rental,Travel
3456,2,,Auto Rental,Travel
3457,2,,Auto Rental,Travel
3458,2,,Auto Rental,Travel
3459,2,,Auto Rental,Travel
3460,2,,Auto Rental,Travel
3461,2,,Auto Rental,Travel
3462,2,,Auto Rental,Travel
3463,2,,Auto Rental,Travel
3464,2,,Auto Rental,Travel
3465,2,,Auto Rental,Travel
3466,2,,Auto Rental,Travel
3467,2,,Auto Rental,Travel
3468,2,,Auto Rental,Travel
3469,2,,Auto Rental,Travel
3470,2,,Auto Rental,Travel
3471,2,,Auto Rental,Travel
3472,2,,Auto Rental,Travel
3473,2,,Auto Rental,Travel
3474,2,,Auto Rental,Travel
3475,2,,Auto Rental,Travel
3476,2,,Auto Rental,Travel
3477,2,,Auto Rental,Travel
3478,2,,Auto Rental,Travel
3479,2,,Auto Rental,Travel
3480,2,,Auto Rental,Travel
3481,2,,Auto Rental,Travel
3482,2,,Auto Rental,Travel
3483,2,,Auto Rental,Travel
3484,2,,Auto Rental,Travel
3485,2,,Auto Rental,Travel
3486,2,,Auto Rental,Travel
3487,2,,Auto Rental,Travel
3488,2,,Auto Rental,Travel
3489,2,,Auto Rental,Travel
3490,2,,Auto Rental,Travel
3491,2,,Auto Rental,Travel
3492,2,,Auto Rental,Travel
3493,2,,Auto Rental,Travel
3494,2,,Auto Rental,Travel
3495,2,,Auto Rental,Travel
3496,2,,Auto Rental,Travel
3497,2,,Auto Rental,Travel
3498,2,,Auto Rental,Travel
3499,2,,Auto Rental,Travel
3500,2,,Auto Rental,Travel
7512,2,Automobile Rental Agency,Auto Rental,Travel
7513,2,Truck And Utility Trailer Rental,Auto Rental,Travel
7519,2,Motor Home And Recreational Vehicle Rental,Auto Rental,Travel
3501,3,HOLIDAY INN ,Hotel/Motel,Travel
3502,3,BEST WESTERN HOTELS,Hotel/Motel,Travel
3503,3,SHERATON HOTELS,Hotel/Motel,Travel
3504,3,HILTON HOTELS,Hotel/Motel,Travel
3505,3,FORTE HOTELS,Hotel/Motel,Travel
3506,3,GOLDEN TULIP HOTELS,Hotel/Motel,Travel
3507,3,FRIENDSHIP INNS,Hotel/Motel,Travel
3508,3,QUALITY INNS,Hotel/Motel,Travel
3509,3,MARRIOTT HOTELS,Hotel/Motel,Travel
3510,3,DAYS INN/ DAYSTOP,Hotel/Motel,Travel
3511,3,ARABELLA HOTELS,Hotel/Motel,Travel
3512,3,INTER-CONTINENTAL HOTELS,Hotel/Motel,Travel
3513,3,WESTIN HOTELS,Hotel/Motel,Travel
3514,3,Amerisuites,Hotel/Motel,Travel
3515,3,RODEWAY INNS,Hotel/Motel,Travel
3516,3,LA QUINTA MOTOR INNS,Hotel/Motel,Travel
3517,3,AMERICANA HOTELS,Hotel/Motel,Travel
3518,3,SOL HOTELS,Hotel/Motel,Travel
3519,3,PULLMAN INTERNATIONAL HOTELS,Hotel/Motel,Travel
3520,3,MERIDIEN HOTELS,Hotel/Motel,Travel
3521,3,CREST HOTELS (see FORTE HOTELS),Hotel/Motel,Travel
3522,3,TOKYO HOTEL,Hotel/Motel,Travel
3523,3,PENNSULA HOTEL,Hotel/Motel,Travel
3524,3,WELCOMGROUP HOTELS,Hotel/Motel,Travel
3525,3,DUNFEY HOTELS,Hotel/Motel,Travel
3526,3,Prince Hotels,Hotel/Motel,Travel
3527,3,DOWNTOWNER-PASSPORT HOTEL,Hotel/Motel,Travel
3528,3,RED LION HOTELS/ RED LION INNS,Hotel/Motel,Travel
3529,3,CP HOTELS,Hotel/Motel,Travel
3530,3,RENAISSANCE /STOUFFER  HOTELS,Hotel/Motel,Travel
3531,3,ASTIR HOTELS,Hotel/Motel,Travel
3532,3,SUN ROUTE HOTELS,Hotel/Motel,Travel
3533,3,HOTEL IBIS,Hotel/Motel,Travel
3534,3,SOUTHERN PACIFIC HOTELS,Hotel/Motel,Travel
3535,3,HILTON INTERNATIONAL,Hotel/Motel,Travel
3536,3,AMFAC HOTELS,Hotel/Motel,Travel
3537,3,ANA HOTEL,Hotel/Motel,Travel
3538,3,CONCORDE HOTELS,Hotel/Motel,Travel
3539,3,Concorde Hotels,Hotel/Motel,Travel
3540,3,IBEROTEL HOTELS,Hotel/Motel,Travel
3541,3,HOTEL OKURA,Hotel/Motel,Travel
3542,3,ROYAL HOTELS,Hotel/Motel,Travel
3543,3,FOUR SEASONS HOTELS,Hotel/Motel,Travel
3544,3,CIGA HOTELS,Hotel/Motel,Travel
3545,3,SHANGRI-LA INTERNATIONAL,Hotel/Motel,Travel
3546,3,Sierra Suites Hotels,Hotel/Motel,Travel
3547,3,Breakers Resort,Hotel/Motel,Travel
3548,3,HOTELES MELIA,Hotel/Motel,Travel
3549,3,AUBERGE DES GOVERNEURS,Hotel/Motel,Travel
3550,3,REGAL 8 INNS,Hotel/Motel,Travel
3551,3,Mirage Hotel and Casino,Hotel/Motel,Travel
3552,3,COAST HOTELS,Hotel/Motel,Travel
3553,3,PARK INNS INTERNATIONAL,Hotel/Motel,Travel
3554,3,Pinehurst Resort,Hotel/Motel,Travel
3555,3,Treasure Island Hotel and Casino,Hotel/Motel,Travel
3556,3,Barton Creek Resort,Hotel/Motel,Travel
3557,3,Manhattan East Suite Hotels,Hotel/Motel,Travel
3558,3,JOLLY HOTELS,Hotel/Motel,Travel
3559,3,THISTLE HOTELS,Hotel/Motel,Travel
3560,3,,Hotel/Motel,Travel
3561,3,GOLDEN NUGGET,Hotel/Motel,Travel
3562,3,Comfort Hotel International /COMFORT INNS,Hotel/Motel,Travel
3563,3,JOURNEY’S END MOTLS,Hotel/Motel,Travel
3564,3,Sam’s Town Hotel and Casino,Hotel/Motel,Travel
3565,3,RELAX INNS,Hotel/Motel,Travel
3566,3,Garden Place Hotel,Hotel/Motel,Travel
3567,3,SoHo Grand Hotel,Hotel/Motel,Travel
3568,3,LADBROKE HOTELS,Hotel/Motel,Travel
3569,3,Tribeca Grand Hotel,Hotel/Motel,Travel
3570,3,FORUM HOTELS,Hotel/Motel,Travel
3571,3,Grand Wailea Resort,Hotel/Motel,Travel
3572,3,MIYAKO HOTELS,Hotel/Motel,Travel
3573,3,SANDMAN HOTELS,Hotel/Motel,Travel
3574,3,VENTURE INNS,Hotel/Motel,Travel
3575,3,VAGABOND HOTELS,Hotel/Motel,Travel
3576,3,La Quinta Resort,Hotel/Motel,Travel
3577,3,MANDARIN ORIENTAL HOTEL,Hotel/Motel,Travel
3578,3,,Hotel/Motel,Travel
3579,3,HOTEL MERCURE,Hotel/Motel,Travel
3580,3,Hotel Del Coronado,Hotel/Motel,Travel
3581,3,DELTA HOTEL,Hotel/Motel,Travel
3582,3,California Hotel and Casino,Hotel/Motel,Travel
3583,3,SAS HOTELS,Hotel/Motel,Travel
3584,3,PRINCESS HOTELS INTERNATIONAL,Hotel/Motel,Travel
3585,3,HUNGAR HOTELS,Hotel/Motel,Travel
3586,3,SOKOS HOTELS,Hotel/Motel,Travel
3587,3,DORAL HOTELS,Hotel/Motel,Travel
3588,3,HELMSLEY HOTELS,Hotel/Motel,Travel
3589,3,,Hotel/Motel,Travel
3590,3,FAIRMONT HOTELS,Hotel/Motel,Travel
3591,3,SONESTA HOTELS,Hotel/Motel,Travel
3592,3,OMNI HOTELS,Hotel/Motel,Travel
3593,3,CUNARD HOTELS,Hotel/Motel,Travel
3594,3,Arizona Biltmore,Hotel/Motel,Travel
3595,3,HOSPITALITY INTERNATIONAL,Hotel/Motel,Travel
3596,3,Wynn Las Vegas,Hotel/Motel,Travel
3597,3,Riverside Resort Hotel and Casino,Hotel/Motel,Travel
3598,3,REGENT INTERNATIONAL HOTELS,Hotel/Motel,Travel
3599,3,PANNONIA HOTELS,Hotel/Motel,Travel
3600,3,Saddlebrook Resort - Tampa,Hotel/Motel,Travel
3601,3,,Hotel/Motel,Travel
3602,3,Hudson Hotel,Hotel/Motel,Travel
3603,3,NOAH’S HOTELS,Hotel/Motel,Travel
3604,3,Hilton Garden Inn,Hotel/Motel,Travel
3605,3,,Hotel/Motel,Travel
3606,3,Jefferson Hotel,Hotel/Motel,Travel
3607,3,,Hotel/Motel,Travel
3608,3,Gaylord Opryland,Hotel/Motel,Travel
3609,3,Gaylord Palms,Hotel/Motel,Travel
3610,3,,Hotel/Motel,Travel
3611,3,,Hotel/Motel,Travel
3612,3,MOVENPICK HOTELS,Hotel/Motel,Travel
3613,3,Microtel Inns and Suites,Hotel/Motel,Travel
3614,3,AmericInn,Hotel/Motel,Travel
3615,3,TRAVELODGE,Hotel/Motel,Travel
3616,3,Hermitage Hotel,Hotel/Motel,Travel
3617,3,America’s Best Value Inn,Hotel/Motel,Travel
3618,3,Great Wolf,Hotel/Motel,Travel
3619,3,Aloft (Aloft Hotels),Hotel/Motel,Travel
3620,3,TELFORD INTERNATIONAL,Hotel/Motel,Travel
3621,3,Extended Stay,Hotel/Motel,Travel
3622,3,MERLIN HOTELS,Hotel/Motel,Travel
3623,3,DORINT HOTELS,Hotel/Motel,Travel
3624,3,Lady Luck Hotel and Casino,Hotel/Motel,Travel
3625,3,HOTLE UNIVERSALE,Hotel/Motel,Travel
3626,3,PRINCE HOTELS,Hotel/Motel,Travel
3627,3,,Hotel/Motel,Travel
3628,3,Excalibur Hotel and Casino,Hotel/Motel,Travel
3629,3,DAN HOTELS,Hotel/Motel,Travel
3630,3,Extended Stay Deluxe,Hotel/Motel,Travel
3631,3,Sleep Inns,Hotel/Motel,Travel
3632,3,The Phoenician,Hotel/Motel,Travel
3633,3,RANK HOTELS,Hotel/Motel,Travel
3634,3,SWISSOTEL,Hotel/Motel,Travel
3635,3,RESO HOTELS,Hotel/Motel,Travel
3636,3,SAROVA HOTELS,Hotel/Motel,Travel
3637,3,RAMADA INNS/ RAMADA LIMITED,Hotel/Motel,Travel
3638,3,HO JO INN / HOWARD JOHNSON ,Hotel/Motel,Travel
3639,3,MOUNT CHARLOTTE THISTLE,Hotel/Motel,Travel
3640,3,HYATT HOTEL,Hotel/Motel,Travel
3641,3,SOFITEL HOTELS,Hotel/Motel,Travel
3642,3,NOVOTEL HOTELS,Hotel/Motel,Travel
3643,3,STEIGENBERGER HOTELS,Hotel/Motel,Travel
3644,3,ECONO LODGES,Hotel/Motel,Travel
3645,3,QUEENS MOAT HOUSES,Hotel/Motel,Travel
3646,3,SWALLOW HOTELS,Hotel/Motel,Travel
3647,3,HUSA HOTELS,Hotel/Motel,Travel
3648,3,DE VERE HOTELS,Hotel/Motel,Travel
3649,3,RADISSON HOTELS,Hotel/Motel,Travel
3650,3,RED ROOK INNS,Hotel/Motel,Travel
3651,3,IMPERIAL LONDON HOTEL,Hotel/Motel,Travel
3652,3,EMBASSY HOTELS,Hotel/Motel,Travel
3653,3,PENTA HOTELS,Hotel/Motel,Travel
3654,3,LOEWS HOTELS,Hotel/Motel,Travel
3655,3,SCANDIC HOTELS,Hotel/Motel,Travel
3656,3,SARA HOTELS,Hotel/Motel,Travel
3657,3,OBEROI HOTELS,Hotel/Motel,Travel
3658,3,OTANI HOTELS,Hotel/Motel,Travel
3659,3,TAJ HOTELS INTERNATIONAL,Hotel/Motel,Travel
3660,3,KNIGHTS INNS,Hotel/Motel,Travel
3661,3,METROPOLE HOTELS,Hotel/Motel,Travel
3662,3,Circus Circus Hotel and Casino,Hotel/Motel,Travel
3663,3,HOTELES EL PRESIDENTS,Hotel/Motel,Travel
3664,3,FLAG INN,Hotel/Motel,Travel
3665,3,HAMPTON INNS,Hotel/Motel,Travel
3666,3,STAKIS HOTELS,Hotel/Motel,Travel
3667,3,Luxor Hotel and Casino,Hotel/Motel,Travel
3668,3,MARITIM HOTELS,Hotel/Motel,Travel
3669,3,Eldorado Hotel and Casino,Hotel/Motel,Travel
3670,3,ARCARD HOTELS,Hotel/Motel,Travel
3671,3,ARCTIA HOTELS,Hotel/Motel,Travel
3672,3,CAMPANIEL HOTELS,Hotel/Motel,Travel
3673,3,IBUSZ HOTELS,Hotel/Motel,Travel
3674,3,RANTASIPI HOTELS,Hotel/Motel,Travel
3675,3,INTERHOTEL CEDOK,Hotel/Motel,Travel
3676,3,Monte Carlo Hotel and Casino,Hotel/Motel,Travel
3677,3,CLIMAT DE FRANCE HOTELS,Hotel/Motel,Travel
3678,3,CUMULUS HOTELS,Hotel/Motel,Travel
3679,3,DANUBIUS HOTEL,Hotel/Motel,Travel
3680,3,Hoteis Othan,Hotel/Motel,Travel
3681,3,ADAMS MARK HOTELS,Hotel/Motel,Travel
3682,3,ALLSTAR INNS,Hotel/Motel,Travel
3683,3,Bradbury Suites,Hotel/Motel,Travel
3684,3,BUDGET HOST INNS,Hotel/Motel,Travel
3685,3,BUDGETEL HOTELS,Hotel/Motel,Travel
3686,3,SUISSE CHALETS,Hotel/Motel,Travel
3687,3,CLARION HOTELS,Hotel/Motel,Travel
3688,3,COMPRI HOTELS,Hotel/Motel,Travel
3689,3,CONSORT HOTELS,Hotel/Motel,Travel
3690,3,COURTYARD BY MARRIOTT,Hotel/Motel,Travel
3691,3,DILLION INNS,Hotel/Motel,Travel
3692,3,DOUBLETREE HOTELS,Hotel/Motel,Travel
3693,3,DRURY INNS,Hotel/Motel,Travel
3694,3,ECONOMY INNS OF AMERICA,Hotel/Motel,Travel
3695,3,EMBASSY SUITES,Hotel/Motel,Travel
3696,3,EXEL INNS,Hotel/Motel,Travel
3697,3,FARFIELD HOTELS,Hotel/Motel,Travel
3698,3,HARLEY HOTELS,Hotel/Motel,Travel
3699,3,MIDWAY MOTOR LODGE,Hotel/Motel,Travel
3700,3,MOTEL 6,Hotel/Motel,Travel
3701,3,GUEST QUARTERS (Formally PICKETT SUITE HOTELS),Hotel/Motel,Travel
3702,3,THE REGISTRY HOTELS,Hotel/Motel,Travel
3703,3,RESIDENCE INNS,Hotel/Motel,Travel
3704,3,ROYCE HOTELS,Hotel/Motel,Travel
3705,3,SANDMAN INNS,Hotel/Motel,Travel
3706,3,SHILO INNS,Hotel/Motel,Travel
3707,3,SHONEY’S INNS,Hotel/Motel,Travel
3708,3,Virgin River Hotel and Casino,Hotel/Motel,Travel
3709,3,SUPER8 MOTELS,Hotel/Motel,Travel
3710,3,THE RITZ CARLTON HOTELS,Hotel/Motel,Travel
3711,3,FLAG INNS (AUSRALIA),Hotel/Motel,Travel
3712,3,GOLDEN CHAIN HOTEL,Hotel/Motel,Travel
3713,3,QUALITY PACIFIC HOTEL,Hotel/Motel,Travel
3714,3,FOUR SEASONS HOTEL (AUSTRALIA),Hotel/Motel,Travel
3715,3,FARIFIELD INN,Hotel/Motel,Travel
3716,3,CARLTON HOTELS,Hotel/Motel,Travel
3717,3,CITY LODGE HOTELS,Hotel/Motel,Travel
3718,3,KAROS HOTELS,Hotel/Motel,Travel
3719,3,PROTEA HOTELS,Hotel/Motel,Travel
3720,3,SOUTHERN SUN HOTELS,Hotel/Motel,Travel
3721,3,HILTON CONRAD,Hotel/Motel,Travel
3722,3,WYNDHAM HOTEL AND RESORTS,Hotel/Motel,Travel
3723,3,RICA HOTELS,Hotel/Motel,Travel
3724,3,INER NOR HOTELS,Hotel/Motel,Travel
3725,3,SEAINES PLANATION,Hotel/Motel,Travel
3726,3,RIO SUITES,Hotel/Motel,Travel
3727,3,BROADMOOR HOTEL,Hotel/Motel,Travel
3728,3,BALLY’S HOTEL AND CASINO,Hotel/Motel,Travel
3729,3,JOHN ASCUAGA’S NUGGET,Hotel/Motel,Travel
3730,3,MGM GRAND HOTEL,Hotel/Motel,Travel
3731,3,HARRAH’S HOTELS AND CASINOS,Hotel/Motel,Travel
3732,3,OPRYLAND HOTEL,Hotel/Motel,Travel
3733,3,BOCA RATON RESORT,Hotel/Motel,Travel
3734,3,HARVEY/BRISTOL HOTELS,Hotel/Motel,Travel
3735,3,Masters Economy Inns,Hotel/Motel,Travel
3736,3,COLORADO BELLE/EDGEWATER RESORT,Hotel/Motel,Travel
3737,3,RIVIERA HOTEL AND CASINO,Hotel/Motel,Travel
3738,3,TROPICANA RESORT AND CASINO,Hotel/Motel,Travel
3739,3,WOODSIDE HOTELS AND RESORTS,Hotel/Motel,Travel
3740,3,TOWNPLACE SUITES,Hotel/Motel,Travel
3741,3,MILLENIUM BROADWAY HOTEL,Hotel/Motel,Travel
3742,3,CLUB MED,Hotel/Motel,Travel
3743,3,BILTMORE HOTEL AND SUITES,Hotel/Motel,Travel
3744,3,CAREFREE RESORTS,Hotel/Motel,Travel
3745,3,ST. REGIS HOTEL,Hotel/Motel,Travel
3746,3,THE ELIOT HOTEL,Hotel/Motel,Travel
3747,3,CLUBCORP/CLUB RESORTS,Hotel/Motel,Travel
3748,3,WELESLEY INNS,Hotel/Motel,Travel
3749,3,THE BEVERLY HILLS HOTEL,Hotel/Motel,Travel
3750,3,CROWNE PLAZA HOTELS,Hotel/Motel,Travel
3751,3,HOMEWOOD SUITES,Hotel/Motel,Travel
3752,3,PEABODY HOTELS,Hotel/Motel,Travel
3753,3,GREENBRIAH RESORTS,Hotel/Motel,Travel
3754,3,AMELIA ISLAND PLANATION,Hotel/Motel,Travel
3755,3,THE HOMESTEAD,Hotel/Motel,Travel
3756,3,SOUTH SEAS RESORTS,Hotel/Motel,Travel
3757,3,CANYON RANCH,Hotel/Motel,Travel
3758,3,KAHALA MANDARIN ORIENTAL HOTEL,Hotel/Motel,Travel
3759,3,Orchid at Mauna Lai,Hotel/Motel,Travel
3760,3,HALEKULANI HOTEL/WAIKIKI PARC,Hotel/Motel,Travel
3761,3,PRIMADONNA HOTEL AND CASINO,Hotel/Motel,Travel
3762,3,Whiskey Petes Hotel and Casino,Hotel/Motel,Travel
3763,3,CHATEAU ELAN WINERY AND RESORT,Hotel/Motel,Travel
3764,3,Beau Rivage Hotel and Casino,Hotel/Motel,Travel
3765,3,Bellagio,Hotel/Motel,Travel
3766,3,Fremont Hotel and Casino,Hotel/Motel,Travel
3767,3,Main Street Station Hotel and Casino,Hotel/Motel,Travel
3768,3,Silver Star Hotel and Casino,Hotel/Motel,Travel
3769,3,STRATOSPHERE HOTEL AND CASINO,Hotel/Motel,Travel
3770,3,SpringHill Suites,Hotel/Motel,Travel
3771,3,Caesars Hotel and Casino,Hotel/Motel,Travel
3772,3,Nemacolin Woods,Hotel/Motel,Travel
3773,3,CAESAR`S HOTEL AND CASINO,Hotel/Motel,Travel
3774,3,NEW YORK-NEW YORK HOTEL + CASINO,Hotel/Motel,Travel
3775,3,SANDS RESORT,Hotel/Motel,Travel
3776,3,NEVELE GRANDE RESORT AND COUNTRYCLUB,Hotel/Motel,Travel
3777,3,MANDALAY BAY RESORT,Hotel/Motel,Travel
3778,3,FOUR POINTS HOTELS,Hotel/Motel,Travel
3779,3,W HOTELS,Hotel/Motel,Travel
3780,3,Disney Resorts,Hotel/Motel,Travel
3781,3,The Patricia Grand Resort,Hotel/Motel,Travel
3782,3,Rosen Hotel and Resorts,Hotel/Motel,Travel
3783,3,Town and Country Resort and Convention Center,Hotel/Motel,Travel
3784,3,FIRST HOSPITALITY HOTELS,Hotel/Motel,Travel
3785,3,Outrigger Hotels and Resorts,Hotel/Motel,Travel
3786,3,Ohana Hotels of Hawaii,Hotel/Motel,Travel
3787,3,Caribe Royal Resort Suite,Hotel/Motel,Travel
3788,3,Ala Moana Hotel,Hotel/Motel,Travel
3789,3,Smugglers Notch Resort,Hotel/Motel,Travel
3790,3,Raffles Hotel,Hotel/Motel,Travel
3791,3,Staybridge Suites Atlanta,Hotel/Motel,Travel
3792,3,CLARIDGE CASINO HOTEL,Hotel/Motel,Travel
3793,3,THE FLAMINGO HOTELS,Hotel/Motel,Travel
3794,3,GRAND CASINO HOTELS,Hotel/Motel,Travel
3795,3,PARIS LAS VEGAS HOTEL,Hotel/Motel,Travel
3796,3,PEPPERMILL HOTEL CASINO,Hotel/Motel,Travel
3797,3,ATLANTIC CITY HILTON,Hotel/Motel,Travel
3798,3,EMBASSY VACATION RESORT,Hotel/Motel,Travel
3799,3,HALE KOA HOTEL,Hotel/Motel,Travel
3800,3,Homestead Suites,Hotel/Motel,Travel
3801,3,Wilderness Hotel and Golf Resort,Hotel/Motel,Travel
3802,3,The Palace Hotel,Hotel/Motel,Travel
3803,3,The Wigwam Golf Resort and Spa,Hotel/Motel,Travel
3804,3,The Diplomat Country Club and Spa,Hotel/Motel,Travel
3805,3,The Atlantic,Hotel/Motel,Travel
3806,3,Princeville Resort,Hotel/Motel,Travel
3807,3,Element,Hotel/Motel,Travel
3808,3,Luxury Resorts,Hotel/Motel,Travel
3809,3,Settle Inn,Hotel/Motel,Travel
3810,3,La Costa Resort,Hotel/Motel,Travel
3811,3,Premier Travel Inn,Hotel/Motel,Travel
3812,3,Hyatt Place,Hotel/Motel,Travel
3813,3,Hotel Indigo,Hotel/Motel,Travel
3814,3,The Roosevelt Hotel NY,Hotel/Motel,Travel
3815,3,,Hotel/Motel,Travel
3816,3,THE VENETIAN RESORT HOTEL CASINO,Hotel/Motel,Travel
3817,3,,Hotel/Motel,Travel
3818,3,MainStay Suites,Hotel/Motel,Travel
3819,3,,Hotel/Motel,Travel
3820,3,,Hotel/Motel,Travel
3821,3,,Hotel/Motel,Travel
3822,3,Crossland,Hotel/Motel,Travel
3823,3,,Hotel/Motel,Travel
3824,3,,Hotel/Motel,Travel
3825,3,,Hotel/Motel,Travel
3826,3,,Hotel/Motel,Travel
3827,3,,Hotel/Motel,Travel
3828,3,,Hotel/Motel,Travel
3829,3,,Hotel/Motel,Travel
3830,3,,Hotel/Motel,Travel
3831,3,,Hotel/Motel,Travel
3832,3,,Hotel/Motel,Travel
3833,3,,Hotel/Motel,Travel
3834,3,,Hotel/Motel,Travel
3835,3,MASTERS ECONOMY INNS,Hotel/Motel,Travel
3836,3,,Hotel/Motel,Travel
3837,3,,Hotel/Motel,Travel
3838,3,,Hotel/Motel,Travel
3839,3,,Hotel/Motel,Travel
3840,3,,Hotel/Motel,Travel
3841,3,,Hotel/Motel,Travel
3842,3,,Hotel/Motel,Travel
3843,3,,Hotel/Motel,Travel
3844,3,,Hotel/Motel,Travel
3845,3,,Hotel/Motel,Travel
3846,3,,Hotel/Motel,Travel
3847,3,,Hotel/Motel,Travel
3848,3,,Hotel/Motel,Travel
3849,3,,Hotel/Motel,Travel
3850,3,,Hotel/Motel,Travel
3851,3,,Hotel/Motel,Travel
3852,3,,Hotel/Motel,Travel
3853,3,,Hotel/Motel,Travel
3854,3,,Hotel/Motel,Travel
3855,3,,Hotel/Motel,Travel
3856,3,,Hotel/Motel,Travel
3857,3,,Hotel/Motel,Travel
3858,3,,Hotel/Motel,Travel
3859,3,,Hotel/Motel,Travel
3860,3,,Hotel/Motel,Travel
3861,3,,Hotel/Motel,Travel
3862,3,,Hotel/Motel,Travel
3863,3,,Hotel/Motel,Travel
